InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Country_encoded
536370,21913,VINTAGE SEASIDE JIGSAW PUZZLES,-0.008485944278627418,12/1/2010 8:45,0.1245900058110856,12583.0,France,0.30750260342884517,8
536370,22540,MINI JIGSAW CIRCUS PARADE ,0.261834914645317,12/1/2010 8:45,-0.5406737844118531,12583.0,France,-0.16431104041669867,8
536370,22544,MINI JIGSAW SPACEBOY,0.261834914645317,12/1/2010 8:45,-0.5406737844118531,12583.0,France,-0.16431104041669867,8
536370,22492,MINI PAINT SET VINTAGE ,0.5321557735692614,12/1/2010 8:45,-0.4947246337357943,12583.0,France,0.015659112390364473,8
536370,POST,POSTAGE,-0.21122658847158574,12/1/2010 8:45,2.9714395585669044,12583.0,France,0.42910405802821217,8
536371,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1.5233322562903908,12/1/2010 9:00,-0.11514469336835181,13748.0,United Kingdom,2.4557949680176616,21
536372,22632,HAND WARMER RED POLKA DOT,-0.14364637374059963,12/1/2010 9:01,-0.2549899345563569,17850.0,United Kingdom,-0.1505295422287704,21
536372,22633,HAND WARMER UNION JACK,-0.14364637374059963,12/1/2010 9:01,-0.2549899345563569,17850.0,United Kingdom,-0.1505295422287704,21
536373,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-0.14364637374059963,12/1/2010 9:02,-0.11514469336835181,17850.0,United Kingdom,-0.09378219674906585,21
536373,71053,WHITE METAL LANTERN,-0.14364637374059963,12/1/2010 9:02,0.052669596057254416,17850.0,United Kingdom,-0.025685382173420326,21
536373,84406B,CREAM CUPID HEARTS COAT HANGER,-0.09859289725327557,12/1/2010 9:02,-0.07518891017177888,17850.0,United Kingdom,-0.0032566694362037517,21
536373,20679,EDWARDIAN PARASOL RED,-0.14364637374059963,12/1/2010 9:02,0.364324704990523,17850.0,United Kingdom,0.10078013060992136,21
536373,37370,RETRO COFFEE MUGS ASSORTED,-0.14364637374059963,12/1/2010 9:02,-0.4128152781828198,17850.0,United Kingdom,-0.21457297498443703,21
536373,21871,SAVE THE PLANET MUG,-0.14364637374059963,12/1/2010 9:02,-0.4128152781828198,17850.0,United Kingdom,-0.21457297498443703,21
536373,21071,VINTAGE BILLBOARD DRINK ME MUG,-0.14364637374059963,12/1/2010 9:02,-0.4128152781828198,17850.0,United Kingdom,-0.21457297498443703,21
536373,21068,VINTAGE BILLBOARD LOVE/HATE MUG,-0.14364637374059963,12/1/2010 9:02,-0.4128152781828198,17850.0,United Kingdom,-0.21457297498443703,21
536373,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-0.23375332671524776,12/1/2010 9:02,0.364324704990523,17850.0,United Kingdom,-0.166743069508686,21
536373,82486,WOOD S/3 CABINET ANT WHITE FINISH,-0.1886998502279237,12/1/2010 9:02,0.763882536956252,17850.0,United Kingdom,0.07510871241672164,21
536373,82482,WOODEN PICTURE FRAME WHITE FINISH,-0.14364637374059963,12/1/2010 9:02,-0.20504520556064076,17850.0,United Kingdom,-0.1302626331288759,21
536373,82494L,WOODEN FRAME ANTIQUE WHITE ,-0.14364637374059963,12/1/2010 9:02,-0.11514469336835181,17850.0,United Kingdom,-0.09378219674906585,21
536373,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-0.14364637374059963,12/1/2010 9:02,0.052669596057254416,17850.0,United Kingdom,-0.025685382173420326,21
536373,84029E,RED WOOLLY HOTTIE WHITE HEART.,-0.14364637374059963,12/1/2010 9:02,0.052669596057254416,17850.0,United Kingdom,-0.025685382173420326,21
536373,22752,SET 7 BABUSHKA NESTING BOXES,-0.23375332671524776,12/1/2010 9:02,0.9037277781442572,17850.0,United Kingdom,-0.09378219674906582,21
536373,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-0.14364637374059963,12/1/2010 9:02,0.22447946380251785,17850.0,United Kingdom,0.04403278513021674,21
536374,21258,VICTORIAN SEWING BOX LARGE,0.44204882059461326,12/1/2010 9:09,1.5629982008877097,15100.0,United Kingdom,4.433845296167363,21
536375,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-0.14364637374059963,12/1/2010 9:32,-0.11514469336835181,17850.0,United Kingdom,-0.09378219674906585,21
536375,71053,WHITE METAL LANTERN,-0.14364637374059963,12/1/2010 9:32,0.052669596057254416,17850.0,United Kingdom,-0.025685382173420326,21
536375,84406B,CREAM CUPID HEARTS COAT HANGER,-0.09859289725327557,12/1/2010 9:32,-0.07518891017177888,17850.0,United Kingdom,-0.0032566694362037517,21
536375,20679,EDWARDIAN PARASOL RED,-0.14364637374059963,12/1/2010 9:32,0.364324704990523,17850.0,United Kingdom,0.10078013060992136,21
536375,37370,RETRO COFFEE MUGS ASSORTED,-0.14364637374059963,12/1/2010 9:32,-0.4128152781828198,17850.0,United Kingdom,-0.21457297498443703,21
536375,21871,SAVE THE PLANET MUG,-0.14364637374059963,12/1/2010 9:32,-0.4128152781828198,17850.0,United Kingdom,-0.21457297498443703,21
536375,21071,VINTAGE BILLBOARD DRINK ME MUG,-0.14364637374059963,12/1/2010 9:32,-0.4128152781828198,17850.0,United Kingdom,-0.21457297498443703,21
536375,21068,VINTAGE BILLBOARD LOVE/HATE MUG,-0.14364637374059963,12/1/2010 9:32,-0.4128152781828198,17850.0,United Kingdom,-0.21457297498443703,21
536375,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-0.23375332671524776,12/1/2010 9:32,0.364324704990523,17850.0,United Kingdom,-0.166743069508686,21
536375,82486,WOOD S/3 CABINET ANT WHITE FINISH,-0.1886998502279237,12/1/2010 9:32,0.763882536956252,17850.0,United Kingdom,0.07510871241672164,21
536375,82482,WOODEN PICTURE FRAME WHITE FINISH,-0.14364637374059963,12/1/2010 9:32,-0.20504520556064076,17850.0,United Kingdom,-0.1302626331288759,21
536375,82494L,WOODEN FRAME ANTIQUE WHITE ,-0.14364637374059963,12/1/2010 9:32,-0.11514469336835181,17850.0,United Kingdom,-0.09378219674906585,21
536375,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-0.14364637374059963,12/1/2010 9:32,0.052669596057254416,17850.0,United Kingdom,-0.025685382173420326,21
536375,84029E,RED WOOLLY HOTTIE WHITE HEART.,-0.14364637374059963,12/1/2010 9:32,0.052669596057254416,17850.0,United Kingdom,-0.025685382173420326,21
536375,22752,SET 7 BABUSHKA NESTING BOXES,-0.23375332671524776,12/1/2010 9:32,0.9037277781442572,17850.0,United Kingdom,-0.09378219674906582,21
536375,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-0.14364637374059963,12/1/2010 9:32,0.22447946380251785,17850.0,United Kingdom,0.04403278513021674,21
536376,22114,HOT WATER BOTTLE TEA AND SYMPATHY,0.8024766324932058,12/1/2010 9:32,0.0646563310162263,15291.0,United Kingdom,1.9369620950603628,21
536376,21733,RED HANGING HEART T-LIGHT HOLDER,1.1629044443917984,12/1/2010 9:32,-0.11514469336835181,15291.0,United Kingdom,1.9045350405005312,21
536377,22632,HAND WARMER RED POLKA DOT,-0.14364637374059963,12/1/2010 9:34,-0.2549899345563569,17850.0,United Kingdom,-0.1505295422287704,21
536377,22633,HAND WARMER UNION JACK,-0.14364637374059963,12/1/2010 9:34,-0.2549899345563569,17850.0,United Kingdom,-0.1505295422287704,21
536378,22386,JUMBO BAG PINK POLKADOT,-0.05353942076595149,12/1/2010 9:37,-0.23501204295807046,14688.0,United Kingdom,-0.03703485126936124,21
536378,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-0.05353942076595149,12/1/2010 9:37,-0.23501204295807046,14688.0,United Kingdom,-0.03703485126936124,21
536378,21033,JUMBO BAG CHARLIE AND LOLA TOYS,-0.05353942076595149,12/1/2010 9:37,-0.03523312697520594,14688.0,United Kingdom,0.09807787606326872,21
536378,20723,STRAWBERRY CHARLOTTE BAG,-0.05353942076595149,12/1/2010 9:37,-0.4547688505392214,14688.0,United Kingdom,-0.1856588513352542,21
536378,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,-0.008485944278627418,12/1/2010 9:37,0.1245900058110856,14688.0,United Kingdom,0.30750260342884517,21
536378,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,-0.14364637374059963,12/1/2010 9:37,0.1245900058110856,14688.0,United Kingdom,0.0034989669304277466,21
536378,21094,SET/6 RED SPOTTY PAPER PLATES,-0.008485944278627418,12/1/2010 9:37,-0.4547688505392214,14688.0,United Kingdom,-0.16268968768870712,21
536378,20725,LUNCH BAG RED RETROSPOT,-0.05353942076595149,12/1/2010 9:37,-0.2949457177529298,14688.0,United Kingdom,-0.07756866946915024,21
536378,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-0.14364637374059963,12/1/2010 9:37,-0.11514469336835181,14688.0,United Kingdom,-0.09378219674906585,21
536378,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-0.14364637374059963,12/1/2010 9:37,-0.11514469336835181,14688.0,United Kingdom,-0.09378219674906585,21
536378,21212,PACK OF 72 RETROSPOT CAKE CASES,2.4244017860368725,12/1/2010 9:37,-0.5406737844118531,14688.0,United Kingdom,0.3804634761884653,21
536378,21975,PACK OF 60 DINOSAUR CAKE CASES,0.261834914645317,12/1/2010 9:37,-0.5147025253340808,14688.0,United Kingdom,-0.12215586948891811,21
536378,21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.261834914645317,12/1/2010 9:37,-0.5147025253340808,14688.0,United Kingdom,-0.12215586948891811,21
536378,84991,60 TEATIME FAIRY CAKE CASES,0.261834914645317,12/1/2010 9:37,-0.5147025253340808,14688.0,United Kingdom,-0.12215586948891811,21
536378,84519A,TOMATO CHARLIE+LOLA COASTER SET,-0.14364637374059963,12/1/2010 9:37,-0.03523312697520594,14688.0,United Kingdom,-0.0613551421892346,21
536378,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,0.8024766324932058,12/1/2010 9:37,-0.3748572841460756,14688.0,United Kingdom,0.5101716944277901,21
536378,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1.8837600681889834,12/1/2010 9:37,-0.5486649410511677,14688.0,United Kingdom,0.1923865597414445,21
536378,21931,JUMBO STORAGE BAG SUKI,-0.05353942076595149,12/1/2010 9:37,-0.23501204295807046,14688.0,United Kingdom,-0.03703485126936124,21
536378,21929,JUMBO BAG PINK VINTAGE PAISLEY,-0.05353942076595149,12/1/2010 9:37,-0.23501204295807046,14688.0,United Kingdom,-0.03703485126936124,21
536380,22961,JAM MAKING SET PRINTED,0.261834914645317,12/1/2010 9:41,-0.3349015009495027,17809.0,United Kingdom,0.16968762154956257,21
536381,22139,RETROSPOT TEA SET CERAMIC 11 PC ,0.23930817640165497,12/1/2010 9:41,0.22447946380251785,15311.0,United Kingdom,1.0202222401084682,21
536381,84854,GIRLY PINK TOOL SET,-0.16617311198426166,12/1/2010 9:41,0.364324704990523,15311.0,United Kingdom,0.03389933058026949,21
536381,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-0.05353942076595149,12/1/2010 9:41,-0.23501204295807046,15311.0,United Kingdom,-0.03703485126936124,21
536381,82567,"AIRLINE LOUNGE,METAL SIGN",-0.23375332671524776,12/1/2010 9:41,-0.20504520556064076,15311.0,United Kingdom,-0.2437573240882851,21
536381,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-0.14364637374059963,12/1/2010 9:41,-0.3748572841460756,15311.0,United Kingdom,-0.1991701240685172,21
536381,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,0.261834914645317,12/1/2010 9:41,-0.3748572841460756,15311.0,United Kingdom,0.10483351242990022,21
536381,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,0.261834914645317,12/1/2010 9:41,-0.3748572841460756,15311.0,United Kingdom,0.10483351242990022,21
536381,71270,PHOTO CLIP LINE,-0.2562800649589098,12/1/2010 9:41,-0.3748572841460756,15311.0,United Kingdom,-0.2836155786514109,21
536381,22262,FELT EGG COSY CHICKEN,-0.2562800649589098,12/1/2010 9:41,-0.4547688505392214,15311.0,United Kingdom,-0.2890200877447161,21
536381,22637,PIGGY BANK RETROSPOT ,-0.2562800649589098,12/1/2010 9:41,-0.11514469336835181,15311.0,United Kingdom,-0.26605092409816905,21
536381,21934,SKULL SHOULDER BAG,-0.05353942076595149,12/1/2010 9:41,-0.2949457177529298,15311.0,United Kingdom,-0.07756866946915024,21
536381,21169,YOU'RE CONFUSING ME METAL SIGN ,-0.21122658847158574,12/1/2010 9:41,-0.2869545611136152,15311.0,United Kingdom,-0.23200251681034628,21
536381,21166,COOK WITH WINE METAL SIGN ,-0.2562800649589098,12/1/2010 9:41,-0.23501204295807046,15311.0,United Kingdom,-0.2741576877381268,21
536381,21175,GIN + TONIC DIET METAL SIGN,-0.23375332671524776,12/1/2010 9:41,-0.20504520556064076,15311.0,United Kingdom,-0.2437573240882851,21
536381,37444A,YELLOW BREAKFAST CUP AND SAUCER,-0.2562800649589098,12/1/2010 9:41,-0.03523312697520594,15311.0,United Kingdom,-0.26064641500486385,21
536381,37444C,PINK BREAKFAST CUP AND SAUCER ,-0.2562800649589098,12/1/2010 9:41,-0.03523312697520594,15311.0,United Kingdom,-0.26064641500486385,21
536381,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-0.1886998502279237,12/1/2010 9:41,-0.03523312697520594,15311.0,United Kingdom,-0.1410716513154863,21
536381,22083,PAPER CHAIN KIT RETROSPOT,-0.2562800649589098,12/1/2010 9:41,-0.03523312697520594,15311.0,United Kingdom,-0.26064641500486385,21
536381,84971S,SMALL HEART FLOWERS HOOK ,-0.14364637374059963,12/1/2010 9:41,-0.4547688505392214,15311.0,United Kingdom,-0.2315971786283484,21
536381,71270,PHOTO CLIP LINE,-0.21122658847158574,12/1/2010 9:41,-0.3748572841460756,15311.0,United Kingdom,-0.24983739681825345,21
536381,47580,TEA TIME DES TEA COSY,-0.23375332671524776,12/1/2010 9:41,-0.11514469336835181,15311.0,United Kingdom,-0.2315971786283484,21
536381,22261,FELT EGG COSY WHITE RABBIT ,-0.2562800649589098,12/1/2010 9:41,-0.4547688505392214,15311.0,United Kingdom,-0.2890200877447161,21
536381,84832,ZINC WILLIE WINKIE  CANDLE STICK,-0.2562800649589098,12/1/2010 9:41,-0.4547688505392214,15311.0,United Kingdom,-0.2890200877447161,21
536381,22644,CERAMIC CHERRY CAKE MONEY BANK,-0.2562800649589098,12/1/2010 9:41,-0.3349015009495027,15311.0,United Kingdom,-0.28091332410475833,21
536381,21533,RETROSPOT LARGE MILK JUG,-0.2562800649589098,12/1/2010 9:41,0.364324704990523,15311.0,United Kingdom,-0.23362386953833786,21
536381,21557,SET OF 6 FUNKY BEAKERS,-0.23375332671524776,12/1/2010 9:41,-0.03523312697520594,15311.0,United Kingdom,-0.22078816044173802,21
536381,15056BL,EDWARDIAN PARASOL BLACK,-0.23375332671524776,12/1/2010 9:41,0.5641036209733875,15311.0,United Kingdom,-0.13972052404216,21
536381,15056N,EDWARDIAN PARASOL NATURAL,-0.23375332671524776,12/1/2010 9:41,0.5641036209733875,15311.0,United Kingdom,-0.13972052404216,21
536381,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-0.1886998502279237,12/1/2010 9:41,-0.3349015009495027,15311.0,United Kingdom,-0.22213928771506428,21
536381,22176,BLUE OWL SOFT TOY,-0.2562800649589098,12/1/2010 9:41,-0.03523312697520594,15311.0,United Kingdom,-0.26064641500486385,21
536381,22438,BALLOON ART MAKE YOUR OWN FLOWERS,-0.2562800649589098,12/1/2010 9:41,-0.23501204295807046,15311.0,United Kingdom,-0.2741576877381268,21
536381,21731,RED TOADSTOOL LED NIGHT LIGHT,-0.23375332671524776,12/1/2010 9:41,-0.2949457177529298,15311.0,United Kingdom,-0.25591746954822175,21
536381,22778,GLASS CLOCHE SMALL,-0.21122658847158574,12/1/2010 9:41,0.16454578900765854,15311.0,United Kingdom,-0.14039608767882314,21
536381,22719,GUMBALL MONOCHROME COAT RACK,0.5321557735692614,12/1/2010 9:41,-0.4128152781828198,15311.0,United Kingdom,0.21508549793332632,21
536381,21523,DOORMAT FANCY FONT HOME SWEET HOME,-0.05353942076595149,12/1/2010 9:41,0.7239267537596791,15311.0,United Kingdom,0.6115062399272626,21
536382,10002,INFLATABLE POLITICAL GLOBE ,-0.008485944278627418,12/1/2010 9:45,-0.4547688505392214,16098.0,United Kingdom,-0.16268968768870712,21
536382,21912,VINTAGE SNAKES & LADDERS,-0.09859289725327557,12/1/2010 9:45,0.1245900058110856,16098.0,United Kingdom,0.10483351242990022,21
536382,21832,CHOCOLATE CALCULATOR,-0.008485944278627418,12/1/2010 9:45,-0.2949457177529298,16098.0,United Kingdom,-0.032981469449382385,21
536382,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-0.05353942076595149,12/1/2010 9:45,-0.23501204295807046,16098.0,United Kingdom,-0.03703485126936124,21
536382,22379,RECYCLING BAG RETROSPOT ,-0.05353942076595149,12/1/2010 9:45,-0.20504520556064076,16098.0,United Kingdom,-0.016767942169466747,21
536382,22381,TOY TIDY PINK POLKADOT,0.8475301089805298,12/1/2010 9:45,-0.2549899345563569,16098.0,United Kingdom,0.9492880582588376,21
536382,22798,ANTIQUE GLASS DRESSING TABLE POT,-0.09859289725327557,12/1/2010 9:45,-0.03523312697520594,16098.0,United Kingdom,0.01836136693701706,21
536382,22726,ALARM CLOCK BAKELIKE GREEN,-0.1886998502279237,12/1/2010 9:45,0.1245900058110856,16098.0,United Kingdom,-0.09783557856904473,21
536382,22926,IVORY GIANT GARDEN THERMOMETER,-0.008485944278627418,12/1/2010 9:45,0.5641036209733875,16098.0,United Kingdom,0.6642002035869884,21
536382,22839,3 TIER CAKE TIN GREEN AND CREAM,-0.23375332671524776,12/1/2010 9:45,2.3621138648191677,16098.0,United Kingdom,0.1034823851565739,21
536382,22838,3 TIER CAKE TIN RED AND CREAM,-0.23375332671524776,12/1/2010 9:45,2.3621138648191677,16098.0,United Kingdom,0.1034823851565739,21
536382,22783,SET 3 WICKER OVAL BASKETS W LIDS,-0.1886998502279237,12/1/2010 9:45,2.7616716967848967,16098.0,United Kingdom,0.6155596217472414,21
536384,82484,WOOD BLACK BOARD ANT WHITE FINISH,-0.21122658847158574,12/1/2010 9:53,0.6639930789648197,18074.0,United Kingdom,-0.03906154217935067,21
536384,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.8024766324932058,12/1/2010 9:53,-0.4947246337357943,18074.0,United Kingdom,0.12104703970981585,21
536384,22464,HANGING METAL HEART LANTERN,-0.008485944278627418,12/1/2010 9:53,-0.2949457177529298,18074.0,United Kingdom,-0.032981469449382385,21
536384,21324,HANGING MEDINA LANTERN SMALL,-0.14364637374059963,12/1/2010 9:53,-0.03523312697520594,18074.0,United Kingdom,-0.0613551421892346,21
536384,22457,NATURAL SLATE HEART CHALKBOARD ,-0.008485944278627418,12/1/2010 9:53,-0.03523312697520594,18074.0,United Kingdom,0.17779438518952048,21
536384,22469,HEART OF WICKER SMALL,0.6222627265439096,12/1/2010 9:53,-0.3349015009495027,18074.0,United Kingdom,0.48314914896126415,21
536384,22470,HEART OF WICKER LARGE,0.6222627265439096,12/1/2010 9:53,-0.11514469336835181,18074.0,United Kingdom,1.077645149224836,21
536384,22224,WHITE LOVEBIRD LANTERN,-0.14364637374059963,12/1/2010 9:53,-0.03523312697520594,18074.0,United Kingdom,-0.0613551421892346,21
536384,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,-0.23375332671524776,12/1/2010 9:53,1.922600249656866,18074.0,United Kingdom,0.04403278513021674,21
536384,22189,CREAM HEART CARD HOLDER,-0.1886998502279237,12/1/2010 9:53,0.16454578900765854,18074.0,United Kingdom,-0.08702656038243432,21
536384,22427,ENAMEL FLOWER JUG CREAM,-0.21122658847158574,12/1/2010 9:53,0.5641036209733875,18074.0,United Kingdom,-0.059328451279245166,21
536384,22428,ENAMEL FIRE BUCKET CREAM,-0.14364637374059963,12/1/2010 9:53,0.763882536956252,18074.0,United Kingdom,0.2629154034090773,21
536384,22424,ENAMEL BREAD BIN CREAM,-0.09859289725327557,12/1/2010 9:53,1.5629982008877097,18074.0,United Kingdom,0.8830828218658487,21
536385,22783,SET 3 WICKER OVAL BASKETS W LIDS,-0.2562800649589098,12/1/2010 9:56,3.3610084447334896,17420.0,United Kingdom,-0.030954778539392904,21
536385,22961,JAM MAKING SET PRINTED,-0.008485944278627418,12/1/2010 9:56,-0.3349015009495027,17420.0,United Kingdom,-0.06540852400921356,21
536385,22960,JAM MAKING SET WITH JARS,-0.14364637374059963,12/1/2010 9:56,0.22447946380251785,17420.0,United Kingdom,0.04403278513021674,21
536385,22663,JUMBO BAG DOLLY GIRL DESIGN,-0.05353942076595149,12/1/2010 9:56,-0.23501204295807046,17420.0,United Kingdom,-0.03703485126936124,21
536385,85049A,TRADITIONAL CHRISTMAS RIBBONS,-0.008485944278627418,12/1/2010 9:56,-0.3748572841460756,17420.0,United Kingdom,-0.09783557856904473,21
536385,22168,ORGANISER WOOD ANTIQUE WHITE ,-0.23375332671524776,12/1/2010 9:56,1.0735398567296919,17420.0,United Kingdom,-0.07081303310251874,21
536385,22662,LUNCH BAG DOLLY GIRL DESIGN,-0.05353942076595149,12/1/2010 9:56,-0.2949457177529298,17420.0,United Kingdom,-0.07756866946915024,21
